REM Solver Warnings - 2026-06-28 21:48:20
================================================================================
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.000 | cp0 raw=5.27565, used=0.759229 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.625 | cp0 raw=5.27565, used=0.783803 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.650 | cp0 raw=5.27565, used=0.78375 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.675 | cp0 raw=5.27565, used=0.78637 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.700 | cp0 raw=5.27565, used=0.784859 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.725 | cp0 raw=5.27565, used=0.781585 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.750 | cp0 raw=5.27565, used=0.788353 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.775 | cp0 raw=5.27565, used=0.781585 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.800 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.825 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.850 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.875 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.900 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.925 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.950 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.975 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
